585,2
586,17
587,15
588,8
589,4
590,20
591,7
592,2
593,15
594,12
595,17
596,4
597,13
598,6
599,12
600,11
601,4
602,13
603,7
604,6
605,11
606,10
607,8
608,18
609,20
610,8
611,5
612,20
613,11
614,2
615,6
616,14
617,18
618,14
619,1
620,4
621,10
622,2
623,6
624,9
625,2
626,18
627,5
628,8
629,19
630,10
631,13
632,12
633,6
634,15
635,17
636,16
637,5
638,17
639,14
640,11
641,13
642,8
643,18
644,15
645,14
646,18
647,12
648,3
649,18
650,11
651,6
652,3
653,18
654,10
655,5
656,5
657,10
658,17
659,11
660,16
661,6
662,8
663,13
664,19
665,3
666,12
667,5
668,18
669,4
670,15
671,19
672,14
673,11
674,14
675,20
676,20
677,10
678,16
679,4
680,10
681,6
682,15
683,19
684,16
685,2
686,16
687,15
688,14
689,3
690,9
691,10
692,17
693,14
694,16
695,16
696,6
697,14
698,20
699,8
700,10
701,14
702,17
703,13
704,12
705,17
706,11
707,5
708,14
709,13
710,11
711,19
712,12
713,9
714,20
715,7
716,9
717,9
718,4
719,8
720,8
721,20
722,2
723,11
724,20
725,10
726,19
727,3
728,19
729,17
730,19
731,2
732,6
733,20
734,14
735,20
736,8
737,12
738,1
739,2
740,2
741,13
742,20
743,4
744,16
745,10
746,16
747,19
748,5
749,11
750,10
751,3
752,13
753,7
754,7
755,18
756,1
757,17
758,2
759,10
760,17
761,13
762,20
763,2
764,8
765,16
766,18
767,20
768,17
769,17
770,8
771,18
772,14
773,7
774,5
775,12
776,20
777,4
778,9
779,5
780,15
781,8
782,6
783,4
784,13
785,14
786,10
787,11
788,4
789,16
790,18
791,8
792,20
793,12
794,14
795,18
796,1
797,10
798,10
799,10
800,8
801,18
802,5
803,3
804,4
805,15
806,8
807,20
808,11
809,17
810,15
811,16
812,17
813,20
814,19
815,6
816,10
817,5
818,17
819,5
820,15
821,7
822,8
823,9
824,15
825,9
826,13
827,3
828,6
829,7
830,1
831,1
832,8
833,6
834,2
835,9
836,17
837,7
838,11
839,18
840,18
841,19
842,5
843,17
844,3
845,10
846,15
847,20
848,2
849,17
850,7
851,16
852,13
853,17
854,11
855,18
856,1
857,2
858,18
859,16
860,17
861,19
862,2
863,17
864,13
865,9
866,9
867,19
868,20
869,16
870,7
871,1
872,14
873,7
874,13
875,1
876,11
877,20
878,16
879,2
880,17
881,6
882,9
883,6
884,10
885,11
886,14
887,12
888,5
889,7
890,7
891,1
892,10
893,16
894,2
895,20
896,16
897,8
898,15
899,9
900,8
901,12
902,18
903,9
904,7
905,16
906,3
907,5
908,10
909,7
910,11
911,4
912,5
913,19
914,8
915,16
916,7
917,14
918,2
919,3
920,5
921,9
922,9
923,14
924,7
925,16
926,10
927,14
928,1
929,12
930,17
931,14
932,8
933,20
934,14
935,9
936,5
937,10
938,7
939,10
940,2
941,18
942,14
943,5
944,13
945,19
946,5
947,12
948,7
949,9
950,19
951,10
952,4
953,3
954,16
955,9
956,5
957,1
958,4
959,16
960,2
961,12
962,18
963,4
964,11
965,16
966,4
967,11
968,3
969,3
970,19
971,8
972,10
973,1
974,18
975,18
976,15
977,19
978,8
979,18
980,16
981,18
982,2
983,7
984,11
985,17
986,20
987,19
988,14
989,2
990,13
991,10
992,2
993,14
994,14
995,10
996,1
997,1
998,17
999,13
1000,14
1001,1
1002,12
1003,16
1004,7
1005,7
1006,16
1007,10
1008,18
1009,19
1010,14
1011,12
1012,6
1013,16
1014,17
1015,6
1016,14
1017,6
1018,11
1019,19
1020,19
1021,10
1022,13
1023,3
1024,6
1025,19
1026,2
1027,18
1028,16
1029,18
1030,6
1031,19
1032,13
1033,15
1034,4
1035,7
1036,19
1037,9
1038,10
1039,10
1040,7
1041,20
1042,20
1043,1
1044,11
1045,10
1046,10
1047,9
1048,14
1049,5
1050,1
1051,12
1052,11
1053,12
1054,9
1055,1
1056,17
1057,7
1058,20
1059,4
1060,17
1061,12
1062,11
1063,13
1064,1
1065,5
1066,18
1067,14
1068,17
1069,14
1070,11
1071,17
1072,1
1073,15
1074,8
1075,4
1076,20
1077,15
1078,2
1079,1
1080,9
1081,12
1082,10
1083,4
1084,10
1085,14
1086,3
1087,20
1088,10
1089,18
1090,16
1091,7
1092,15
1093,6
1094,7
1095,2
1096,17
1097,6
1098,6
1099,8
1100,1
1101,10
1102,15
1103,10
1104,15
1105,7
1106,17
1107,16
1108,6
1109,3
1110,20
1111,17
1112,9
1113,18
1114,3
1115,20
1116,2
1117,16
1118,19
1119,20
1120,18
1121,8
1122,7
1123,12
1124,8
1125,11
1126,1
1127,1
1128,4
1129,15
1130,1
1131,15
1132,13
1133,11
1134,3
1135,11
1136,12
1137,13
1138,10
1139,5
1140,7
1141,1
1142,16
1143,13
1144,20
1145,5
1146,4
1147,4
1148,11
1149,1
1150,19
1151,8
1152,20
1153,1
1154,5
1155,2
1156,17
1157,14
1158,15
1159,18
1160,16
1161,11
1162,19
1163,13
1164,13
1165,4
1166,18
1167,20
1168,1
1169,9
1170,5
1171,16
1172,17
1173,20
1174,20
1175,10
1176,12
1177,17
1178,17
1179,8
1180,12
1181,14
1182,14
1183,3
1184,12
1185,11
1186,6
1187,10
1188,1
1189,3
1190,6
1191,6
1192,6
1193,3
1194,17
1195,13
1196,8
1197,2
1198,8
1199,20
1200,11
1201,7
1202,20
1203,7
1204,6
1205,11
1206,13
1207,2
1208,12
1209,18
1210,19
1211,19
1212,4
1213,20
1214,13
1215,16
1216,18
1217,10
1218,6
1219,1
1220,3
1221,17
1222,6
1223,2
1224,4
1225,20
1226,20
1227,17
1228,20
1229,6
1230,7
1231,14
1232,3
1233,7
1234,4
1235,16
1236,11
1237,20
1238,11
1239,4
1240,16
1241,13
1242,12
1243,5
1244,15
1245,13
1246,7
1247,4
1248,4
1249,19
1250,2
1251,18
1252,16
1253,4
1254,3
1255,3
1256,10
1257,14
1258,12
1259,13
1260,10
1261,9
1262,18
1263,18
1264,1
1265,14
1266,7
1267,15
1268,8
1269,17
1270,10
1271,5
1272,10
1273,8
1274,3
1275,16
1276,9
1277,1
1278,1
1279,12
1280,9
1281,12
1282,5
1283,16
1284,16
1285,10
1286,4
1287,4
1288,11
1289,10
1290,8
1291,19
1292,20
1293,2
1294,1
1295,14
1296,2
1297,5
1298,14
1299,18
1300,13
1301,5
1302,12
1303,1
1304,2
1305,17
1306,16
1307,4
1308,4
1309,3
1310,5
1311,17
1312,19
1313,2
1314,18
1315,18
1316,11
1317,9
1318,13
1319,7
1320,18
1321,7
1322,9
1323,16
1324,11
1325,19
1326,14
1327,16
1328,18
1329,12
1330,1
1331,17
1332,9
1333,16
1334,17
1335,9
1336,20
1337,1
1338,13
1339,13
1340,12
1341,19
1342,17
1343,5
1344,18
1345,1
1346,10
1347,9
1348,4
1349,15
1350,3
1351,13
1352,4
1353,11
1354,19
1355,2
1356,2
1357,15
1358,5
1359,20
1360,5
1361,18
1362,9
1363,18
1364,14
1365,18
1366,4
1367,10
1368,11
1369,16
1370,12
1371,9
1372,19
1373,12
1374,15
1375,7
1376,16
1377,1
1378,3
1379,15
1380,10
1381,14
1382,7
1383,4
1384,14
1385,12
1386,12
1387,4
1388,19
1389,6
1390,11
1391,19
1392,9
1393,18
1394,16
1395,7
1396,5
1397,15
1398,4
1399,6
1400,3
1401,19
1402,19
1403,19
1404,8
1405,2
1406,6
1407,1
1408,9
1409,15
1410,18
1411,4
1412,12
1413,15
1414,4
1415,17
1416,7
1417,17
1418,17
1419,8
1420,6
1421,6
1422,19
1423,1
1424,5
1425,17
1426,2
1427,16
1428,5
1429,16
1430,9
1431,4
1432,3
1433,7
1434,5
1435,6
1436,7
1437,7
1438,2
1439,16
1440,8
1441,11
1442,8
1443,5
1444,1
1445,4
1446,7
1447,19
1448,14
1449,13
1450,14
1451,2
1452,10
1453,15
1454,15
1455,8
1456,10
1457,4
1458,8
1459,14
1460,7
1461,8
1462,17
1463,20
1464,7
1465,9
1466,6
1467,10
1468,1
1469,19
1470,4
1471,1
1472,18
1473,16
1474,17
1475,14
1476,20
1477,18
1478,10
1479,7
1480,10
1481,15
1482,17
1483,16
1484,1
1485,5
1486,9
1487,17
1488,2
1489,4
1490,6
1491,17
1492,6
1493,7
1494,15
1495,2
1496,7
1497,20
1498,18
1499,5
1500,12
1501,5
1502,7
1503,10
1504,12
1505,13
1506,3
1507,1
1508,5
1509,8
1510,11
1511,11
1512,19
1513,2
1514,17
1515,12
1516,15
1517,4
1518,12
1519,12
1520,19
1521,7
1522,8
1523,12
1524,11
1525,15
1526,16
1527,19
1528,19
1529,12
1530,13
1531,16
1532,4
1533,13
1534,15
1535,2
1536,9
1537,6
1538,5
1539,11
1540,20
1541,17
1542,6
1543,8
1544,7
1545,11
1546,20
1547,15
1548,12
1549,18
1550,8
1551,14
1552,19
1553,11
1554,10
1555,10
1556,10
1557,15
1558,16
1559,19
1560,7
1561,11
1562,10
1563,6
1564,12
1565,13
1566,7
1567,10
1568,11
1569,7
1570,13
1571,11
1572,16
1573,13
1574,8
1575,19
1576,6
1577,7
1578,5
1579,3
1580,10
1581,5
1582,12
1583,13
1584,7
1585,10
1586,5
1587,16
1588,16
1589,19
1590,17
1591,1
1592,3
1593,10
1594,7
1595,9
1596,13
1597,11
1598,4
1599,11
1600,7
1601,4
1602,19
1603,17
1604,5
1605,20
1606,2
1607,2
1608,4
1609,9
1610,20
1611,2
1612,17
1613,9
1614,13
1615,14
1616,20
1617,5
1618,13
1619,1
1620,6
1621,1
1622,14
1623,18
1624,15
1625,16
1626,7
1627,9
1628,18
1629,1
1630,6
1631,7
1632,10
1633,1
1634,20
1635,7
1636,14
1637,3
1638,12
1639,19
1640,6
1641,11
1642,10
1643,10
1644,3
1645,12
1646,6
1647,20
1648,4
1649,5
1650,14
1651,10
1652,1
1653,15
1654,16
1655,20
1656,14
1657,2
1658,19
1659,18
1660,17
1661,20
1662,2
1663,10
1664,6
1665,10
1666,1
1667,4
1668,20
1669,2
1670,20
1671,1
1672,10
1673,10
1674,4
1675,3
1676,17
1677,18
1678,16
1679,7
1680,6
1681,6
1682,5
1683,1
1684,10
1685,7
1686,20
1687,15
1688,16
1689,16
1690,4
1691,5
1692,16
1693,2
1694,7
1695,11
1696,1
1697,19
1698,9
1699,15
1700,1
1701,6
1702,12
1703,7
1704,8
1705,5
1706,2
1707,18
1708,4
1709,10
1710,3
1711,19
1712,7
1713,15
1714,10
1715,16
1716,14
1717,6
1718,10
1719,17
1720,8
1721,18
1722,17
1723,1
1724,13
1725,3
1726,8
1727,11
1728,5
1729,20
1730,16
1731,20
1732,13
1733,12
1734,9
1735,10
1736,18
1737,4
1738,6
1739,7
1740,19
1741,6
1742,7
1743,7
1744,2
1745,17
1746,9
1747,18
1748,9
1749,13
1750,5
1751,5
1752,4
1753,7
1754,15
1755,13
1756,16
1757,4
1758,3
1759,3
1760,6
1761,6
1762,10
1763,20
1764,20
1765,19
1766,20
1767,16
1768,5
1769,18
1770,12
1771,13
1772,12
1773,2
1774,18
1775,10
1776,3
1777,20
1778,5
1779,15
1780,19
1781,2
1782,9
1783,18
1784,2
1785,4
1786,17
1787,16
1788,19
1789,16
1790,5
1791,19
1792,20
1793,1
1794,18
1795,7
1796,17
1797,16
1798,18
1799,12
1800,10
1801,5
1802,5
1803,10
1804,6
1805,4
1806,1
1807,4
1808,8
1809,13
1810,2
1811,1
1812,7
1813,10
1814,7
1815,1
1816,15
1817,3
1818,6
1819,14
1820,15
1821,19
1822,5
1823,10
1824,20
1825,5
1826,19
1827,12
1828,9
1829,11
1830,3
1831,8
1832,14
1833,7
1834,6
1835,7
1836,1
1837,14
1838,15
1839,7
1840,12
1841,1
1842,10
1843,18
1844,18
1845,20
1846,11
1847,16
1848,5
1849,5
1850,9
1851,1
1852,2
1853,17
1854,3
1855,11
1856,5
1857,6
1858,20
1859,14
1860,15
1861,9
1862,14
1863,9
1864,18
1865,4
1866,3
1867,17
1868,6
1869,3
1870,16
1871,18
1872,13
1873,4
1874,3
1875,5
1876,8
1877,4
1878,18
1879,10
1880,6
1881,7
1882,7
1883,13
1884,5
1885,11
1886,20
1887,11
1888,4
1889,14
1890,8
1891,1
1892,7
1893,20
1894,13
1895,17
1896,18
1897,14
1898,2
1899,7
1900,9
1901,3
1902,16
1903,13
1904,8
1905,5
1906,1
1907,5
1908,19
1909,1
1910,4
1911,11
1912,3
1913,6
1914,14
1915,9
1916,2
1917,20
1918,3
1919,6
1920,14
1921,6
1922,2
1923,20
1924,7
1925,17
1926,19
1927,20
1928,2
1929,10
1930,12
1931,11
1932,5
1933,5
1934,10
1935,13
1936,3
1937,1
1938,20
1939,5
1940,20
1941,12
1942,4
1943,15
1944,6
1945,13
1946,6
1947,19
1948,2
1949,8
1950,11
1951,16
1952,16
1953,11
1954,4
1955,9
1956,3
1957,19
1958,3
1959,11
1960,9
1961,14
1962,9
1963,20
1964,13
1965,13
1966,8
1967,1
1968,20
1969,12
1970,18
1971,4
1972,14
1973,14
1974,3
1975,19
1976,12
1977,6
1978,2
1979,12
1980,2
1981,19
1982,14
1983,10
1984,5
1985,4
1986,2
1987,8
1988,10
1989,16
1990,20
1991,6
1992,18
1993,1
1994,3
1995,16
1996,7
1997,7
1998,4
1999,20
2000,9
2001,14
2002,3
2003,20
2004,17
2005,8
2006,14
2007,7
2008,17
2009,12
2010,11
2011,11
2012,1
2013,8
2014,20
2015,1
2016,4
2017,6
2018,11
2019,16
2020,4
2021,12
2022,19
2023,17
2024,20
2025,10
2026,3
2027,15
2028,11
2029,14
2030,3
2031,2
2032,10
2033,9
2034,9
2035,19
2036,3
2037,3
2038,11
2039,1
2040,13
2041,14
2042,9
2043,1
2044,17
2045,20
2046,19
2047,11
2048,9
2049,5
2050,12
2051,17
2052,13
2053,4
2054,6
2055,13
2056,16
2057,13
2058,12
2059,17
2060,11
2061,5
2062,20
2063,13
2064,2
2065,4
2066,15
2067,17
2068,10
2069,18
2070,6
2071,2
2072,19
2073,9
2074,17
2075,15
2076,3
2077,17
2078,14
2079,5
2080,13
2081,10
2082,18
2083,15
2084,10
2085,18
2086,16
2087,12
2088,4
2089,1
2090,16
2091,12
2092,15
2093,11
2094,15
2095,1
2096,3
2097,13
2098,6
2099,12
2100,4
2101,13
2102,19
2103,12
2104,1
2105,20
2106,15
2107,19
2108,17
2109,14
2110,12
2111,17
2112,6
2113,10
2114,16
2115,17
2116,18
2117,1
2118,15
2119,12
2120,19
2121,4
2122,6
2123,4
2124,20
2125,5
2126,15
2127,4
2128,4
2129,8
2130,9
2131,1
2132,8
2133,2
2134,11
2135,16
2136,15
2137,17
2138,19
2139,7
2140,4
2141,18
2142,9
2143,1
2144,17
2145,9
2146,19
2147,9
2148,16
2149,2
2150,13
2151,3
2152,1
2153,9
2154,8
2155,14
2156,2
2157,6
2158,2
2159,17
2160,8
2161,6
2162,18
2163,3
2164,2
2165,7
2166,14
2167,18
2168,12
2169,18
2170,13
2171,10
2172,3
2173,15
2174,9
2175,5
2176,15
2177,15
2178,18
2179,4
2180,19
2181,19
2182,19
2183,10
2184,7
2185,1
2186,11
2187,12
2188,8
2189,7
2190,4
2191,7
2192,10
2193,7
2194,17
2195,1
2196,2
2197,5
2198,15
2199,17
2200,7
2201,15
2202,12
2203,6
2204,3
2205,19
2206,19
2207,13
2208,15
2209,17
2210,6
2211,7
2212,3
2213,19
2214,9
2215,9
2216,11
2217,17
2218,12
2219,15
2220,6
2221,11
2222,11
2223,3
2224,3
2225,20
2226,2
2227,13
2228,15
2229,11
2230,10
2231,20
2232,3
2233,7
2234,11
2235,4
2236,9
2237,18
2238,15
2239,19
2240,19
2241,5
2242,12
2243,1
2244,12
2245,11
2246,3
2247,8
2248,19
2249,10
2250,7
2251,16
2252,18
2253,12
2254,6
2255,2
2256,12
2257,12
2258,10
2259,12
2260,18
2261,16
2262,4
2263,1
2264,12
2265,19
2266,1
2267,3
2268,19
2269,6
2270,10
2271,14
2272,13
2273,7
2274,15
2275,19
2276,5
2277,7
2278,18
2279,5
2280,19
2281,6
2282,7
2283,19
2284,2
2285,11
2286,4
2287,6
2288,11
2289,8
2290,2
2291,6
2292,12
2293,5
2294,15
2295,17
2296,17
2297,13
2298,2
2299,4
2300,16
2301,1
2302,8
2303,19
2304,1
2305,15
2306,1
2307,17
2308,3
2309,19
2310,18
2311,2
2312,20
2313,14
2314,1
2315,20
2316,19
2317,7
2318,19
2319,2
2320,4
2321,6
2322,9
2323,6
2324,4
2325,17
2326,4
2327,16
2328,2
2329,13
2330,8
2331,7
2332,15
2333,15
2334,10
2335,6
2336,11
2337,16
2338,14
2339,12
2340,19
2341,11
2342,8
2343,2
2344,1
2345,10
2346,4
2347,5
2348,1
2349,18
2350,14
2351,6
2352,4
2353,7
2354,12
2355,3
2356,4
2357,15
2358,3
2359,6
2360,19
2361,1
2362,14
2363,2
2364,2
2365,2
2366,11
2367,15
2368,12
2369,1
2370,2
2371,7
2372,2
2373,4
2374,20
2375,7
2376,15
2377,8
2378,12
2379,6
2380,2
2381,17
2382,18
2383,20
2384,5
2385,14
2386,2
2387,9
2388,9
2389,4
2390,20
2391,15
2392,11
2393,5
2394,9
2395,18
2396,8
2397,9
2398,1
2399,14
2400,18
2401,9
2402,14
2403,11
2404,18
2405,20
2406,1
2407,10
2408,3
2409,17
2410,6
2411,3
2412,17
2413,19
2414,19
2415,16
2416,9
2417,6
2418,6
2419,2
2420,19
2421,11
2422,3
2423,20
2424,17
2425,20
2426,2
2427,9
2428,7
2429,11
2430,10
2431,19
2432,9
2433,16
2434,11
2435,13
2436,4
2437,8
2438,1
2439,11
2440,18
2441,15
2442,7
2443,7
2444,1
2445,11
2446,3
2447,8
2448,14
2449,14
2450,16
2451,13
2452,5
2453,6
2454,17
2455,16
2456,7
2457,10
2458,1
2459,19
2460,9
2461,10
2462,3
2463,18
2464,7
2465,10
2466,5
2467,3
2468,4
2469,4
2470,1
2471,16
2472,7
2473,2
2474,14
2475,9
2476,19
2477,9
2478,13
2479,8
2480,11
2481,11
2482,14
2483,5
2484,1
2485,7
2486,4
2487,19
2488,10
2489,19
2490,1
2491,17
2492,11
2493,1
2494,18
2495,11
2496,3
2497,20
2498,14
2499,17
2500,7
2501,1
2502,16
2503,18
2504,15
2505,18
2506,6
2507,1
2508,11
2509,17
2510,3
2511,17
2512,11
2513,20
2514,20
2515,20
2516,2
2517,8
2518,7
2519,7
2520,6
2521,16
2522,11
2523,2
2524,17
2525,13
2526,9
2527,17
2528,17
2529,17
2530,15
2531,6
2532,8
2533,8
2534,4
2535,11
2536,7
2537,19
2538,1
2539,20
2540,7
2541,18
2542,19
2543,5
2544,6
2545,15
2546,11
2547,9
2548,1
2549,2
2550,11
2551,5
2552,13
2553,20
2554,14
2555,9
2556,6
2557,13
2558,14
2559,10
2560,7
2561,11
2562,16
2563,7
2564,1
2565,5
2566,15
2567,3
2568,1
2569,20
2570,4
2571,13
2572,12
2573,5
2574,13
2575,15
2576,17
2577,19
2578,19
2579,18
2580,9
2581,1
2582,3
2583,18
2584,15
2585,19
2586,8
2587,19
2588,2
2589,9
2590,10
2591,6
2592,11
2593,19
2594,14
2595,18
2596,18
2597,19
2598,2
2599,8
2600,7
2601,7
2602,18
2603,9
2604,17
2605,9
2606,17
2607,20
2608,5
2609,3
2610,6
2611,19
2612,7
2613,3
2614,18
2615,19
2616,13
2617,11
2618,17
2619,5
2620,3
2621,8
2622,13
2623,10
2624,7
2625,13
2626,5
2627,7
2628,4
2629,15
2630,20
2631,4
2632,10
2633,20
2634,8
2635,3
2636,9
2637,13
2638,4
2639,18
2640,10
2641,17
2642,14
2643,6
2644,1
2645,7
2646,17
2647,8
2648,7
2649,16
2650,6
2651,19
2652,7
2653,3
2654,15
2655,12
2656,14
2657,16
2658,7
2659,13
2660,18
2661,1
2662,12
2663,12
2664,12
2665,18
2666,3
2667,13
2668,12
2669,9
2670,11
2671,2
2672,19
2673,20
2674,17
2675,13
2676,19
2677,14
2678,13
2679,13
2680,15
2681,17
2682,18
2683,20
2684,11
2685,11
2686,12
2687,6
2688,14
2689,3
2690,1
2691,17
2692,5
2693,8
2694,16
2695,5
2696,19
2697,7
2698,10
2699,10
2700,1
2701,5
2702,13
2703,4
2704,7
2705,16
2706,6
2707,12
2708,9
2709,8
2710,16
2711,13
2712,12
2713,7
2714,14
2715,15
2716,13
2717,2
2718,15
2719,19
2720,18
2721,10
2722,8
2723,1
2724,16
2725,8
2726,19
2727,17
2728,9
2729,20
2730,12
2731,15
2732,8
2733,5
2734,16
2735,15
2736,5
2737,19
2738,9
2739,4
2740,10
2741,7
2742,4
2743,8
2744,2
2745,5
2746,12
2747,5
2748,10
2749,18
2750,8
2751,15
2752,5
2753,2
2754,10
2755,16
2756,8
2757,2
2758,16
2759,19
2760,7
2761,15
2762,11
2763,20
2764,11
2765,3
2766,7
2767,7
2768,17
2769,7
2770,12
2771,5
2772,2
2773,7
2774,15
2775,16
2776,8
2777,20
2778,8
2779,9
2780,6
2781,4
2782,3
2783,18
2784,2
2785,8
2786,10
2787,20
2788,6
2789,14
2790,5
2791,8
2792,5
2793,4
2794,10
2795,15
2796,1
2797,4
2798,6
2799,11
2800,16
2801,10
2802,11
2803,18
2804,15
2805,17
2806,3
2807,7
2808,15
2809,13
2810,2
2811,16
2812,11
2813,4
2814,10
2815,20
2816,11
2817,9
2818,19
2819,19
2820,20
2821,8
2822,11
2823,17
2824,14
2825,10
2826,9
2827,10
2828,11
2829,17
2830,5
2831,9
2832,17
2833,18
2834,15
2835,17
2836,18
2837,1
2838,12
2839,8
2840,18
2841,19
2842,12
2843,7
2844,10
2845,16
2846,5
2847,14
2848,16
2849,1
2850,18
2851,10
2852,11
2853,2
2854,16
2855,2
2856,17
2857,18
2858,11
2859,4
2860,13
2861,4
2862,19
2863,17
2864,5
2865,2
2866,1
2867,8
2868,11
2869,17
2870,2
2871,8
2872,11
2873,17
2874,4
2875,6
2876,8
2877,11
2878,17
2879,20
2880,13
2881,18
2882,10
2883,7
2884,1
2885,10
2886,6
2887,11
2888,3
2889,1
2890,4
2891,4
2892,13
2893,8
2894,13
2895,18
2896,1
2897,15
2898,15
2899,2
2900,2
2901,10
2902,7
2903,14
2904,20
2905,4
2906,13
2907,18
2908,14
2909,20
2910,6
2911,19
2912,6
2913,14
2914,5
2915,2
2916,18
2917,18
2918,6
2919,4
2920,17
2921,10
2922,5
2923,2
2924,2
2925,11
2926,1
2927,5
2928,1
2929,8
2930,16
2931,9
2932,8
2933,17
2934,6
2935,9
2936,17
2937,12
2938,14
2939,12
2940,11
2941,12
2942,19
2943,4
2944,11
2945,6
2946,8
2947,20
2948,6
2949,20
2950,15
2951,8
2952,18
2953,3
2954,7
2955,10
2956,13
2957,14
2958,6
2959,5
2960,10
2961,13
2962,19
2963,1
2964,7
2965,15
2966,19
2967,1
2968,5
2969,1
2970,15
2971,13
2972,4
2973,4
2974,12
2975,6
2976,9
2977,19
2978,16
2979,4
2980,19
2981,18
2982,14
2983,3
2984,7
2985,8
2986,13
2987,14
2988,11
2989,1
2990,8
2991,4
2992,17
2993,5
2994,7
2995,13
2996,19
2997,17
2998,8
2999,5
