454,10,7,2
455,16,10,3
456,2,11,2
457,11,19,1
458,9,16,6
459,1,15,2
460,20,5,11
461,3,9,9
462,5,1,11
463,1,4,3
464,19,11,5
465,4,8,12
466,11,20,14
467,12,20,6
468,6,16,4
469,18,12,4
470,19,1,10
471,5,5,12
472,8,4,17
473,14,11,5
474,4,8,11
475,5,12,17
476,10,11,16
477,12,1,5
478,8,12,9
479,18,8,6
480,12,16,6
481,2,2,17
482,1,15,6
483,18,12,3
484,17,6,4
485,4,18,5
486,11,18,19
487,20,3,20
488,8,9,3
489,6,18,5
490,14,6,20
491,15,20,13
492,19,3,1
493,15,2,6
494,1,2,11
495,6,15,2
496,6,18,9
497,19,18,13
498,5,11,3
499,2,7,10
500,14,17,6
501,17,2,18
502,8,14,16
503,3,3,11
504,11,18,13
505,3,1,11
506,3,16,20
507,4,19,9
508,5,2,15
509,1,4,11
510,7,10,12
511,7,15,14
512,1,3,8
513,15,11,1
514,15,17,4
515,10,18,13
516,19,18,12
517,9,19,9
518,1,17,11
519,1,16,6
520,20,5,9
521,6,5,17
522,19,2,12
523,4,3,19
524,6,14,7
525,19,4,19
526,17,7,19
527,16,17,3
528,6,20,17
529,12,13,18
530,5,2,16
531,13,12,3
532,10,11,20
533,7,11,6
534,7,11,1
535,12,10,16
536,6,19,11
537,6,12,17
538,6,13,19
539,1,11,5
540,5,6,13
541,4,13,19
542,8,9,19
543,15,20,6
544,1,12,15
545,4,20,6
546,3,13,10
547,17,17,9
548,13,4,9
549,20,5,9
550,7,2,1
551,2,17,11
552,16,5,4
553,10,15,15
554,6,6,3
555,19,7,16
556,7,6,18
557,1,7,15
558,5,19,1
559,8,17,7
560,4,14,12
561,9,13,6
562,9,12,19
563,7,15,11
564,9,12,14
565,8,1,4
566,16,16,18
567,17,2,12
568,16,3,3
569,18,13,9
570,1,20,2
571,18,1,8
572,16,7,20
573,12,8,10
574,12,11,20
575,4,14,8
576,18,16,13
577,2,2,18
578,2,8,1
579,18,8,12
580,12,18,9
581,10,20,8
582,3,15,7
583,16,10,3
584,10,5,8
585,10,10,7
586,9,12,1
587,15,3,2
588,8,10,11
589,11,5,11
590,13,16,2
591,14,9,15
592,6,15,20
593,16,11,10
594,14,13,18
595,18,14,5
596,5,11,17
597,20,8,18
598,10,18,9
599,10,6,7
600,16,19,8
601,2,14,8
602,15,1,6
603,18,20,13
604,8,12,11
605,4,14,19
606,16,17,9
607,9,14,7
608,2,7,14
609,9,6,10
610,4,12,14
611,10,7,2
612,6,3,19
613,13,9,15
614,15,13,12
615,18,14,7
616,19,8,14
617,20,17,15
618,3,11,2
619,1,18,8
620,9,13,1
621,4,20,20
622,7,5,2
623,20,9,15
624,17,13,11
625,17,1,13
626,4,7,14
627,11,3,1
628,7,17,18
629,13,9,18
630,15,2,18
631,7,8,3
632,6,19,8
633,4,4,18
634,13,17,3
635,5,3,11
636,12,16,1
637,19,8,13
638,9,13,11
639,17,1,12
640,9,11,13
641,7,6,17
642,8,8,20
643,19,9,6
644,17,6,12
645,19,16,19
646,3,20,3
647,17,9,12
648,3,11,11
649,8,11,6
650,4,11,8
651,12,11,4
652,8,18,5
653,7,20,8
654,8,16,14
655,13,14,14
656,6,16,20
657,15,14,1
658,17,6,14
659,11,8,20
660,3,11,20
661,16,11,5
662,19,18,14
663,13,16,18
664,20,15,13
665,19,17,19
666,16,17,6
667,17,8,11
668,3,9,14
669,10,20,19
670,19,2,15
671,10,2,18
672,11,5,2
673,5,20,9
674,19,14,20
675,14,19,7
676,11,4,7
677,14,7,16
678,8,8,17
679,19,13,5
680,15,2,2
681,2,2,16
682,14,18,14
683,1,11,2
684,18,6,3
685,15,9,16
686,13,19,17
687,18,9,17
688,19,16,13
689,16,18,3
690,12,10,13
691,14,8,12
692,6,13,7
693,19,9,18
694,1,2,13
695,14,13,16
696,20,17,11
697,3,7,6
698,12,14,19
699,7,7,5
700,9,3,15
701,2,16,1
702,2,20,11
703,12,17,20
704,18,2,6
705,13,20,11
706,10,11,12
707,3,6,15
708,18,9,1
709,20,16,8
710,17,20,6
711,1,16,3
712,1,1,8
713,13,16,11
714,8,11,12
715,20,20,6
716,19,9,3
717,14,1,14
718,10,9,16
719,7,14,18
720,20,15,10
721,19,15,3
722,12,1,17
723,4,16,15
724,19,20,9
725,8,7,16
726,6,11,20
727,10,20,18
728,5,4,9
729,1,13,1
730,7,18,2
731,8,3,5
732,4,6,6
733,11,7,16
734,13,15,15
735,2,17,11
736,5,20,7
737,8,3,10
738,3,17,11
739,3,20,4
740,10,13,1
741,13,13,1
742,10,8,12
743,20,4,15
744,10,7,5
745,7,5,3
746,8,2,2
747,13,2,18
748,13,5,19
749,9,1,7
750,11,5,11
751,15,10,18
752,1,6,16
753,9,14,10
754,13,5,15
755,1,7,3
756,16,10,9
757,10,13,12
758,2,3,16
759,19,9,15
760,3,12,19
761,18,16,3
762,17,15,4
763,7,16,13
764,7,18,1
765,14,16,16
766,19,15,10
767,15,4,1
768,8,15,16
769,1,9,14
770,10,1,12
771,5,6,10
772,4,4,19
773,11,18,13
774,18,19,5
775,16,19,9
776,16,10,5
777,10,16,20
778,1,8,19
779,3,5,15
780,12,14,12
781,18,9,19
782,14,16,1
783,19,18,6
784,8,20,11
785,11,2,9
786,4,1,19
787,14,2,10
788,7,5,16
789,3,4,8
790,6,14,5
791,11,2,6
792,18,14,14
793,3,10,19
794,6,15,6
795,3,5,2
796,3,2,13
797,8,3,20
798,15,16,19
799,9,8,7
800,15,1,7
801,14,3,9
802,10,18,1
803,13,9,20
804,13,7,9
805,9,20,11
806,4,13,16
807,6,5,18
808,4,15,1
809,14,11,7
810,11,11,12
811,17,20,12
812,13,6,15
813,17,19,4
814,1,12,13
815,2,7,12
816,8,12,7
817,9,2,1
818,7,17,3
819,6,2,9
820,4,16,18
821,18,8,8
822,20,9,3
823,8,3,1
824,14,15,15
825,5,10,3
826,6,8,3
827,2,1,5
828,19,9,12
829,9,14,12
830,15,17,18
831,16,17,9
832,5,2,15
833,19,1,10
834,14,16,16
835,3,6,15
836,16,12,5
837,19,7,5
838,16,7,15
839,14,5,8
840,20,10,20
841,13,20,8
842,17,7,20
843,3,10,19
844,20,4,12
845,20,12,13
846,9,1,20
847,18,11,11
848,7,2,12
849,15,4,20
850,1,12,20
851,5,3,2
852,18,8,1
853,2,20,18
854,20,6,4
855,15,6,8
856,19,10,6
857,17,7,19
858,16,1,11
859,17,13,14
860,13,1,10
861,14,4,17
862,12,6,9
863,4,2,19
864,17,18,17
865,7,4,14
866,14,12,13
867,14,16,12
868,12,11,19
869,14,19,2
870,12,18,8
871,1,5,7
872,12,11,8
873,4,20,6
874,20,9,20
875,3,7,7
876,13,10,14
877,10,13,12
878,4,18,1
879,4,7,14
880,11,3,4
881,15,16,3
882,1,18,2
883,1,11,5
884,10,10,9
885,17,12,6
886,10,15,15
887,3,2,20
888,8,4,7
889,18,4,6
890,11,18,15
891,2,18,5
892,3,4,19
893,20,11,4
894,4,10,19
895,17,3,16
896,19,11,1
897,4,13,18
898,3,1,2
899,10,7,14
900,20,5,12
901,17,10,2
902,1,20,5
903,3,18,10
904,20,7,12
905,3,17,8
906,15,10,15
907,20,12,16
908,7,17,12
909,1,19,5
910,7,8,11
911,17,20,2
912,5,13,16
913,9,18,1
914,6,15,6
915,7,6,12
916,7,4,2
917,6,5,11
918,12,19,5
919,9,20,8
920,12,10,19
921,14,1,6
922,1,2,18
923,15,5,15
924,13,3,3
925,14,13,20
926,13,5,5
927,7,11,14
928,11,7,7
929,20,8,16
930,3,18,8
931,4,18,13
932,9,3,9
933,16,4,3
934,6,1,11
935,7,16,1
936,17,1,14
937,7,15,3
938,5,20,18
939,20,16,1
940,9,16,20
941,9,17,3
942,12,10,17
943,16,12,11
944,5,9,8
945,9,13,3
946,12,16,16
947,17,19,4
948,17,8,18
949,8,8,17
950,9,14,18
951,7,16,10
952,9,5,16
953,9,10,17
954,4,9,8
955,19,5,10
956,4,9,1
957,7,18,18
958,8,10,1
959,18,2,5
960,7,9,5
961,1,10,12
962,18,20,15
963,15,16,3
964,2,15,9
965,4,8,18
966,9,7,3
967,4,18,2
968,18,5,6
969,17,6,16
970,6,7,8
971,16,10,1
972,1,3,17
973,1,12,17
974,12,18,1
975,13,4,19
976,3,2,5
977,18,11,8
978,11,18,17
979,11,11,11
980,13,18,17
981,17,18,16
982,6,7,14
983,18,20,13
984,15,4,5
985,13,3,6
986,12,14,11
987,14,14,14
988,4,3,8
989,16,5,12
990,7,14,1
991,14,18,1
992,10,10,9
993,6,16,6
994,5,19,17
995,3,20,10
996,19,4,13
997,7,16,13
998,2,4,15
999,13,19,10
1000,14,11,10
1001,7,2,19
1002,16,6,16
1003,7,9,2
1004,16,14,9
1005,8,4,13
1006,5,14,17
1007,6,20,4
1008,2,16,2
1009,8,13,10
1010,19,9,7
1011,15,10,14
1012,3,8,3
1013,11,5,15
1014,10,13,11
1015,6,2,12
1016,3,10,13
1017,6,8,6
1018,19,12,9
1019,12,11,1
1020,13,11,1
1021,1,7,15
1022,14,6,13
1023,8,20,14
1024,1,1,12
1025,4,13,13
1026,9,17,1
1027,16,11,14
1028,8,19,11
1029,9,18,16
1030,16,6,11
1031,14,14,1
1032,7,19,15
1033,19,5,20
1034,7,12,4
1035,2,11,9
1036,15,16,3
1037,13,11,17
1038,14,1,19
1039,13,5,12
1040,7,17,10
1041,2,19,16
1042,3,4,17
1043,4,13,6
1044,15,2,19
1045,14,6,18
1046,19,6,7
1047,6,8,20
1048,15,20,19
1049,4,7,9
1050,7,17,6
1051,19,7,2
1052,20,18,16
1053,7,12,6
1054,12,16,4
1055,17,19,18
1056,16,10,20
1057,14,9,19
1058,16,17,15
1059,10,7,18
1060,11,12,17
1061,11,12,17
1062,20,1,11
1063,1,2,20
1064,20,15,18
1065,12,19,18
1066,2,20,18
1067,4,19,11
1068,20,7,3
1069,5,16,3
1070,4,3,15
1071,13,18,14
1072,10,10,8
1073,10,6,7
1074,4,14,2
1075,2,15,6
1076,14,1,18
1077,16,19,7
1078,6,7,19
1079,17,4,10
1080,18,16,19
1081,13,2,16
1082,7,16,1
1083,20,2,4
1084,14,3,7
1085,9,5,11
1086,14,4,15
1087,13,9,18
1088,1,10,18
1089,2,5,5
1090,4,5,7
1091,1,3,18
1092,5,12,9
1093,20,14,1
1094,17,18,16
1095,2,12,6
1096,4,9,13
1097,10,5,13
1098,18,16,3
1099,13,13,10
1100,14,10,17
1101,11,2,10
1102,16,19,9
1103,19,11,1
1104,19,7,14
1105,18,7,20
1106,12,20,18
1107,5,9,9
1108,7,18,7
1109,3,9,9
1110,10,19,19
1111,6,19,4
1112,19,7,16
1113,19,1,20
1114,6,12,15
1115,14,13,15
1116,20,19,13
1117,15,1,16
1118,2,18,17
1119,1,1,1
1120,13,16,6
1121,7,13,17
1122,1,14,8
1123,5,20,19
1124,1,11,3
1125,5,10,16
1126,11,10,13
1127,1,12,12
1128,6,9,3
1129,15,20,1
1130,8,15,11
1131,14,13,17
1132,4,7,4
1133,4,13,6
1134,10,11,6
1135,20,20,14
1136,1,14,9
1137,11,18,12
1138,19,5,9
1139,3,4,11
1140,5,11,17
1141,19,18,17
1142,20,19,15
1143,2,17,11
1144,2,15,11
1145,6,4,8
1146,14,11,1
1147,10,8,2
1148,4,4,17
1149,11,3,11
1150,1,17,20
1151,19,15,18
1152,16,10,19
1153,5,16,12
1154,17,5,6
1155,17,11,6
1156,19,11,7
1157,6,13,1
1158,9,10,4
1159,6,18,14
1160,9,4,20
1161,3,16,3
1162,2,16,16
1163,8,15,1
1164,16,16,1
1165,5,16,8
1166,6,15,8
1167,2,15,13
1168,14,10,15
1169,17,11,6
1170,16,10,19
1171,8,10,2
1172,18,11,3
1173,6,14,13
1174,9,10,1
1175,20,19,5
1176,2,19,20
1177,16,5,11
1178,15,3,18
1179,8,7,5
1180,15,5,18
1181,16,2,18
1182,12,12,20
1183,5,20,18
1184,7,10,5
1185,7,19,3
1186,9,18,14
1187,19,10,1
1188,16,5,3
1189,4,3,7
1190,9,16,2
1191,15,1,9
1192,5,3,2
1193,16,4,2
1194,6,9,14
1195,6,5,3
1196,19,4,4
1197,11,5,4
1198,18,10,3
1199,19,10,18
1200,1,4,12
1201,9,11,15
1202,19,14,16
1203,18,10,14
1204,11,16,18
1205,8,10,8
1206,5,16,1
1207,4,18,2
1208,19,19,11
1209,11,1,13
1210,7,20,20
1211,12,6,9
1212,1,9,7
1213,19,2,8
1214,9,19,7
1215,10,20,3
1216,11,13,19
1217,1,1,5
1218,13,10,13
1219,7,4,15
1220,12,17,5
1221,9,16,1
1222,11,19,16
1223,15,10,15
1224,4,1,17
1225,1,4,7
1226,15,16,7
1227,16,18,20
1228,8,16,2
1229,19,7,18
1230,5,5,5
1231,8,10,3
1232,4,18,10
1233,9,11,5
1234,18,16,19
1235,10,18,14
1236,5,18,3
1237,6,8,14
1238,4,20,11
1239,16,4,6
1240,1,20,4
1241,19,12,6
1242,6,16,10
1243,18,10,8
1244,10,12,19
1245,9,18,17
1246,4,1,19
1247,9,2,11
1248,5,14,10
1249,10,15,10
1250,1,3,9
1251,15,18,16
1252,16,18,3
1253,5,10,12
1254,16,5,19
1255,18,2,8
1256,2,15,2
1257,3,9,11
1258,8,4,19
1259,3,20,8
1260,4,3,15
1261,19,20,15
1262,15,9,7
1263,3,12,1
1264,8,13,6
1265,3,19,17
1266,9,17,11
1267,3,7,2
1268,17,19,14
1269,16,17,12
1270,6,11,16
1271,16,1,10
1272,14,11,13
1273,5,6,18
1274,10,13,6
1275,11,1,9
1276,19,1,2
1277,9,7,15
1278,12,11,8
1279,3,11,1
1280,18,15,16
1281,2,3,14
1282,19,2,10
1283,1,12,5
1284,14,18,15
1285,5,4,12
1286,5,9,7
1287,16,9,9
1288,8,14,9
1289,15,9,18
1290,1,5,10
1291,10,12,7
1292,18,12,12
1293,9,2,19
1294,9,18,7
1295,15,15,11
1296,17,13,7
1297,14,18,3
1298,15,11,10
1299,11,18,3
1300,13,10,5
1301,5,8,17
1302,3,12,8
1303,9,4,19
1304,13,16,6
1305,6,6,16
1306,8,10,9
1307,4,14,11
1308,15,20,13
1309,6,2,1
1310,20,14,16
1311,14,3,18
1312,7,14,6
1313,8,1,20
1314,3,2,4
1315,12,10,10
1316,15,2,10
1317,1,16,3
1318,1,7,11
1319,14,5,18
1320,17,7,13
1321,7,3,19
1322,6,2,18
1323,5,1,12
1324,3,11,18
1325,11,15,1
1326,5,13,6
1327,18,18,16
1328,19,10,11
1329,2,12,11
1330,20,15,1
1331,18,16,16
1332,16,16,2
1333,2,1,5
1334,7,8,16
1335,1,2,20
1336,5,7,4
1337,13,20,15
1338,17,7,17
1339,4,10,6
1340,12,5,20
1341,2,12,11
1342,16,8,14
1343,6,1,12
1344,10,4,15
1345,8,18,16
1346,20,5,10
1347,1,4,20
1348,3,2,3
1349,13,13,19
1350,18,11,15
1351,20,15,10
1352,3,7,20
1353,3,7,3
1354,13,3,1
1355,7,18,5
1356,4,18,1
1357,3,5,4
1358,3,19,8
1359,15,20,20
1360,16,8,5
1361,14,5,4
1362,5,8,11
1363,10,13,2
1364,11,3,9
1365,16,3,7
1366,7,1,19
1367,10,9,4
1368,6,18,1
1369,13,17,3
1370,2,8,15
1371,18,5,11
1372,9,13,13
1373,2,10,10
1374,10,17,12
1375,16,20,10
1376,7,8,7
1377,3,5,12
1378,20,4,18
1379,14,11,18
1380,20,6,6
1381,11,10,9
1382,7,6,6
1383,7,18,7
1384,14,4,4
1385,12,6,10
1386,12,8,10
1387,16,5,19
1388,6,20,6
1389,14,10,17
1390,15,6,12
1391,6,2,7
1392,18,2,2
1393,9,13,3
1394,20,11,19
1395,9,19,13
1396,14,19,3
1397,16,8,20
1398,14,13,12
1399,18,8,9
1400,5,4,15
1401,8,17,5
1402,18,13,13
1403,4,10,9
1404,12,8,13
1405,8,1,4
1406,10,2,20
1407,14,14,16
1408,6,5,18
1409,17,14,18
1410,5,3,19
1411,5,17,16
1412,2,18,14
1413,11,19,1
1414,9,15,12
1415,15,19,14
1416,6,12,7
1417,16,10,10
1418,14,18,11
1419,10,4,9
1420,14,1,9
1421,17,5,6
1422,10,15,8
1423,8,6,12
1424,7,11,14
1425,19,13,19
1426,5,3,2
1427,8,14,7
1428,18,8,17
1429,2,20,12
1430,19,2,17
1431,19,13,3
1432,6,14,11
1433,3,19,15
1434,12,10,4
1435,2,14,18
1436,3,11,2
1437,11,4,18
1438,6,18,1
1439,11,11,3
1440,14,10,13
1441,5,1,20
1442,20,4,7
1443,1,7,3
1444,3,9,3
1445,19,16,16
1446,11,1,3
1447,13,8,10
1448,8,7,7
1449,19,10,6
1450,15,16,16
1451,13,7,8
1452,7,17,14
1453,6,1,9
1454,14,9,2
1455,17,11,11
1456,1,6,3
1457,12,16,19
1458,1,2,14
1459,1,12,7
1460,12,18,9
1461,3,17,10
1462,9,7,14
1463,13,20,5
1464,18,20,6
1465,12,14,9
1466,15,5,18
1467,17,1,12
1468,19,2,18
1469,19,17,20
1470,2,5,7
1471,3,13,7
1472,4,16,18
1473,4,2,18
1474,17,3,19
1475,12,11,12
1476,17,7,17
1477,7,20,8
1478,18,13,10
1479,10,9,19
1480,9,18,7
1481,14,3,3
1482,19,19,5
1483,16,13,12
1484,4,5,17
1485,19,5,2
1486,14,15,19
1487,14,5,15
1488,3,12,5
1489,10,14,17
1490,11,3,7
1491,14,10,5
1492,13,10,2
1493,18,18,5
1494,15,20,5
1495,13,10,17
1496,13,9,3
1497,17,15,14
1498,5,2,12
1499,3,10,7
1500,1,11,2
1501,8,19,11
1502,3,1,18
1503,7,11,8
1504,10,10,20
1505,10,15,5
1506,14,10,9
1507,12,10,17
1508,13,8,20
1509,8,17,11
1510,6,7,14
1511,18,4,12
1512,9,10,18
1513,12,5,2
1514,9,17,13
1515,15,13,14
1516,5,15,9
1517,13,19,3
1518,6,11,3
1519,15,12,8
1520,13,10,2
1521,19,9,12
1522,5,3,17
1523,8,8,9
1524,12,5,17
1525,5,11,2
1526,13,2,4
1527,14,12,7
1528,18,18,12
1529,11,6,5
1530,8,12,16
1531,18,17,11
1532,19,13,11
1533,10,1,12
1534,2,14,4
1535,19,19,8
1536,5,7,17
1537,6,19,15
1538,18,20,15
1539,14,5,1
1540,18,18,3
1541,7,5,7
1542,10,1,2
1543,1,17,12
1544,6,12,12
1545,6,9,7
1546,7,17,6
1547,6,13,10
1548,2,11,1
1549,16,19,4
1550,15,7,11
1551,6,10,15
1552,1,8,16
1553,3,4,16
1554,9,19,9
1555,18,3,19
1556,14,18,12
1557,6,6,19
1558,20,1,15
1559,7,8,12
1560,17,1,8
1561,17,17,9
1562,7,12,12
1563,9,3,2
1564,3,11,12
1565,1,7,8
1566,6,8,7
1567,17,10,12
1568,2,14,4
1569,17,19,15
1570,14,12,8
1571,17,7,8
1572,2,13,20
1573,20,10,12
1574,15,1,5
1575,5,19,7
1576,2,6,20
1577,19,11,18
1578,6,17,9
1579,14,12,1
1580,10,1,17
1581,5,6,6
1582,13,17,4
1583,17,7,13
1584,2,5,19
1585,17,8,1
1586,4,3,2
1587,18,7,18
1588,17,13,18
1589,2,16,14
1590,3,15,1
1591,10,3,10
1592,8,12,5
1593,8,15,17
1594,8,8,19
1595,19,11,9
1596,8,10,8
1597,12,7,1
1598,18,2,16
1599,14,11,1
1600,5,2,19
1601,20,14,5
1602,2,11,20
1603,13,6,1
1604,4,12,8
1605,10,3,17
1606,15,13,19
1607,16,16,5
1608,3,14,16
1609,15,13,14
1610,5,7,5
1611,8,10,17
1612,13,8,12
1613,8,16,9
1614,3,1,6
1615,16,6,8
1616,11,15,13
1617,15,8,9
1618,11,6,1
1619,15,15,6
1620,18,2,19
1621,10,19,8
1622,15,16,10
1623,15,10,7
1624,6,6,6
1625,8,8,17
1626,16,2,17
1627,4,14,7
1628,3,7,17
1629,6,11,17
1630,7,9,18
1631,15,2,5
1632,15,13,2
1633,4,1,8
1634,17,2,9
1635,11,8,12
1636,9,15,5
1637,6,11,12
1638,2,8,11
1639,6,12,3
1640,8,10,17
1641,10,12,11
1642,14,5,10
1643,11,5,16
1644,18,11,2
1645,1,1,17
1646,19,13,10
1647,1,15,16
1648,11,1,9
1649,5,8,18
1650,17,15,18
1651,15,4,19
1652,17,4,11
1653,6,5,12
1654,10,18,20
1655,3,15,11
1656,10,10,16
1657,5,15,18
1658,1,16,1
1659,2,19,9
1660,5,7,4
1661,1,10,18
1662,16,15,4
1663,11,11,16
1664,18,17,19
1665,19,18,18
